work_location,dedication,contract_type,last_monthly_salary_or_net,job_type,experience_years,people_under_charge,used_platforms,used_technologies,used_frameworks,databases,qa_testing,max_studies_level,state,edu_institution,age,gender,salary_dollarized,seniority,salary
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),422000.0,Growth Leader,4,3,Google Cloud Platform,"Python, R, SQL",TensorFlow,Google Cloud Storage,Ninguna de las anteriores,Maestría,Completo,UCA - Universidad Católica Argentina,30,Hombre Cis,False,Semi-Senior,600000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),650000.0,SysAdmin / DevOps / SRE,18,0,"Docker, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"MySQL, PostgreSQL",Ninguna de las anteriores,Terciario,Completo,UTN - Universidad Tecnológica Nacional,40,Hombre Cis,False,Senior,1050000.0
Córdoba,Full-Time,Staff (planta permanente),630000.0,Data Engineer,15,6,"Azure, Google Cloud Platform",".NET, Python, SQL",".NET Core, Spark","HANA, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL",Ninguna de las anteriores,Posgrado/Especialización,Completo,Universidad Siglo 21,41,Hombre Cis,False,Senior,910000.0
Córdoba,Full-Time,Contractor,260000.0,Developer,2,0,"Amazon Web Services, Linux","CSS, Dart, HTML, Java, Javascript, TypeScript","Flutter, React.js, Spring","MongoDB, Redis",Ninguna de las anteriores,Universitario,En curso,UNGS - Universidad Nacional de General Sarmiento,30,Hombre Cis,False,Junior,240000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),207000.0,Consultant,1,1,Azure,SQL,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,En curso,UADE - Universidad Argentina De la Empresa,30,Prefiero no decir,False,Junior,250000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),660000.0,Machine learning engineer,3,0,"Amazon Web Services, Docker, Kubernetes","Java, Python, SQL","Hibernate, Spark, Torch, FastAPI","Amazon Redshift, Amazon RDS/Aurora, PostgreSQL, SQLite","JUnit, Pytest",Universitario,Completo,ITBA Instituto Tecnológico de Buenos Aires,26,Hombre Cis,False,Semi-Senior,1200000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),396277.0,Developer,2,2,"Firebase, Google Cloud Platform","CSS, HTML, Javascript, SQL, TypeScript","Next.js, Node.js, React.js","Google Cloud Storage, PostgreSQL",Ninguna de las anteriores,Terciario,Completo,UTN - Universidad Tecnológica Nacional,23,Hombre Cis,False,Junior,480000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,537000.0,Technical Leader,20,2,"Amazon Web Services, Docker, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL",".NET Core, Bootstrap, jQuery",Microsoft SQL Server,Postman,Posgrado/Especialización,Completo,UTN - Universidad Tecnológica Nacional,54,Hombre Cis,False,Senior,650000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),330000.0,DBA,4,0,Windows Server,"HTML, Javascript, Python, SQL, VBA",Node.js,"Microsoft SQL Server, SQLite",Ninguna de las anteriores,Universitario,Incompleto,ESBA - Escuela Superior Buenos Aires,29,Hombre Trans,False,Semi-Senior,403000.0
Buenos Aires,Full-Time,Staff (planta permanente),399000.0,BI Analyst / Data Analyst,8,2,"Docker, Google Cloud Platform, Linux","Python, SQL",Ninguno de los anteriores,"ElasticSearch, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL",Postman,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,30,Hombre Cis,False,Senior,537000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),438000.0,Architect,3,0,Azure,SQL,Ninguno de los anteriores,"Google Cloud Storage, Microsoft SQL Server, Teradata",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,25,Mujer Cis,False,Semi-Senior,506000.0
Río Negro,Full-Time,Staff (planta permanente),498000.0,SysAdmin / DevOps / SRE,15,0,"Google Cloud Platform, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Terciario,Completo,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,34,Hombre Cis,False,Senior,582000.0
Córdoba,Full-Time,Staff (planta permanente),480000.0,Developer,5,0,"Azure, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL, VBA",".NET Core, Bootstrap, SAP",Microsoft SQL Server,Postman,Terciario,Completo,UTN - Universidad Tecnológica Nacional,31,Hombre Cis,False,Semi-Senior,530000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Tercerizado (trabajo a través de consultora o agencia),120000.0,BI Analyst / Data Analyst,2,0,"Azure, Windows Server",Python,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,Universitario,En curso,UADE - Universidad Argentina De la Empresa,19,Hombre Cis,False,Junior,140000.0
Córdoba,Full-Time,Staff (planta permanente),440000.0,Docente,27,0,Linux,"HTML, Java, Javascript, Python, SQL, TypeScript","Angular, Hibernate, Node.js, React.js, Spring","MariaDB, MySQL, SQLite","Jest, JUnit",Maestría,En curso,UTN - Universidad Tecnológica Nacional,46,Hombre Cis,False,Senior,650000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),404000.0,Manager / Director,12,0,"Linux, Ninguna de las anteriores","C++, HTML, Java",Ninguno de los anteriores,Microsoft SQL Server,Test Complete,Universitario,En curso,UCAECE - Centro de Altos Estudios en Ciencias Exactas,46,Hombre Cis,False,Senior,487000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),420.0,SysAdmin / DevOps / SRE,12,0,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, OpenShift, VMWare, Windows Server",Python,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Universitario,Completo,UNLaM - Universidad Nacional de La Matanza,35,Hombre Cis,False,Senior,430326.0
Córdoba,Full-Time,Staff (planta permanente),204275.0,Data Engineer,1,0,"Azure, Firebase, Linux, Serverless","Python, SQL","Django, Flask, Hadoop, Spark","Apache Hive, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Synapse","Pytest, Great Expectations",Universitario,En curso,UTN - Universidad Tecnológica Nacional,21,Hombre Cis,False,Junior,246115.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),445000.0,BI Analyst / Data Analyst,1,3,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,PostgreSQL,Ninguna de las anteriores,Universitario,En curso,UAI - Universidad Abierta Interamericana,37,Hombre Cis,False,Junior,536000.0
Córdoba,Full-Time,Staff (planta permanente),280000.0,Manager / Director,4,6,"Linux, Jira","Python, SQL",Django,MySQL,Postman,Universitario,En curso,UTN - Universidad Tecnológica Nacional,27,Mujer Cis,False,Semi-Senior,300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),384300.0,Technical Leader,1,3,"Azure, Ninguna de las anteriores",SQL,Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,Universitario,En curso,UCAECE - Centro de Altos Estudios en Ciencias Exactas,31,Hombre Cis,False,Junior,549000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),100000.0,Manager / Director,30,50,"AIX, Amazon Web Services, Arduino o similar, Azure, Docker, Kubernetes, Linux, Microcontroladores, OpenShift, OpenStack, SAP, VMWare, Windows Server",".NET, C++, C#, Go, Erlang, Java, Javascript, Perl, PHP, Python, R, SQL, VBA",".NET Core, Angular, Bootstrap, Flutter, Hadoop, jQuery, React.js, SAP","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, HANA, Informix, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle","SoapUI, TFS, Visual Studio Coded UI, Xunit",Maestría,Completo,UTN - Universidad Tecnológica Nacional,51,Hombre Cis,False,Senior,1300000.0
Buenos Aires,Full-Time,Staff (planta permanente),475122.0,Data Engineer,6,0,Amazon Web Services,"Python, SQL",Hadoop,"Amazon HBase, Apache Hive",Ninguna de las anteriores,Universitario,En curso,UNLaM - Universidad Nacional de La Matanza,24,Mujer Cis,False,Senior,697155.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),401092.0,Developer,2,0,Docker,"CSS, HTML, Java, Javascript, SQL, TypeScript","Angular, Bootstrap, Hibernate, Node.js, Spring","Oracle, PostgreSQL",JUnit,Universitario,Completo,UAI - Universidad Abierta Interamericana,28,Hombre Cis,False,Junior,483244.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),496640.0,Developer,5,0,Ninguna de las anteriores,"Go, Groovy, Java","Micronaut, Grails",Ninguna de las anteriores,"JUnit, Postman",Universitario,En curso,UTN - Universidad Tecnológica Nacional,28,Hombre Cis,False,Semi-Senior,771995.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,86516.0,Developer,0,3,Ninguna de las anteriores,".NET, Bash/Shell, C#, CSS, HTML, Javascript, SQL",".NET Core, Bootstrap, jQuery",Microsoft SQL Server,Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,24,Hombre Cis,False,Junior,86516.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),450000.0,Developer,3,0,"Docker, Firebase, Linux","Bash/Shell, CSS, HTML, Javascript, PHP","Node.js, React.js",MariaDB,"Jest, PHPUnit, Postman",Terciario,Incompleto,UNLA - Universidad Nacional de Lanús,29,Hombre Cis,False,Semi-Senior,670000.0
Córdoba,Full-Time,Staff (planta permanente),850000.0,Manager / Director,5,30,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Maestría,Completo,UNRC - Universidad Nacional de Río Cuarto,33,Mujer Cis,False,Semi-Senior,850000.0
Santa Cruz,Full-Time,Staff (planta permanente),700000.0,Responsable de Aplicaciones de Negocio y Soporte,21,2,"Azure, SAP, VMWare, Windows Server","Bash/Shell, VBA",SAP,Microsoft SQL Server,Ninguna de las anteriores,Posgrado/Especialización,En curso,UNLP - Universidad Nacional de La Plata,44,Hombre Cis,False,Senior,900000.0
Buenos Aires,Full-Time,Staff (planta permanente),450000.0,Developer,20,0,Linux,"CSS, HTML, Java, Javascript, SQL","Hibernate, jQuery, Seam, JSF",Oracle,"Selenium, SoapUI",Universitario,Completo,UP - Universidad de Palermo,49,Hombre Cis,False,Senior,652000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),633333.0,Technical Leader,5,2,"Docker, Firebase, Kubernetes","Javascript, TypeScript","Next.js, React.js, React Native",Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UNQ - Universidad Nacional de Quilmes,27,Hombre Cis,False,Semi-Senior,1015959.0
Buenos Aires,Full-Time,Staff (planta permanente),710000.0,SysAdmin / DevOps / SRE,20,0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, OpenShift, OpenStack, Serverless, Windows Server","Bash/Shell, Groovy, Python, Ruby",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL",RSpec,Universitario,Incompleto,UBA - Universidad de Buenos Aires,36,Hombre Cis,False,Senior,913000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),45000.0,Sales / Pre-Sales,12,0,"Azure, SAP, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UADE - Universidad Argentina De la Empresa,37,Hombre Cis,False,Senior,530000.0
Mendoza,Part-Time,Staff (planta permanente),187000.0,Developer,1,0,Firebase,"CSS, Javascript","Angular, Bootstrap",MySQL,Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,25,Mujer Cis,False,Junior,230000.0
Santa Fe,Full-Time,Staff (planta permanente),366450.0,Developer,2,0,Docker,"Go, Java, SQL","Hibernate, Spring, Javalin",MySQL,"JUnit, Postman",Universitario,Completo,UTN - Universidad Tecnológica Nacional,24,Mujer Cis,False,Junior,499107.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),449702.0,SysAdmin / DevOps / SRE,2,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux","Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,Universitario,En curso,UNGS - Universidad Nacional de General Sarmiento,40,Hombre Cis,False,Junior,649000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),700000.0,Technical Leader,10,5,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, Sybase",Ninguna de las anteriores,Universitario,Incompleto,UP - Universidad de Palermo,39,Hombre Cis,False,Senior,800000.0
Buenos Aires,Full-Time,Staff (planta permanente),352000.0,Developer,2,0,"Amazon Web Services, Docker, Google Cloud Platform, Serverless","CSS, Go, HTML, Java, Javascript, Kotlin, SQL","Hibernate, Node.js, React.js, Spring","Amazon DynamoDB, MySQL, Redis","Jest, JUnit, Postman",Universitario,En curso,UNLP - Universidad Nacional de La Plata,23,Hombre Cis,False,Junior,427000.0
Córdoba,Full-Time,Staff (planta permanente),270000.0,QA / Tester,2,1,"Google Cloud Platform, Kubernetes",Python,Ninguno de los anteriores,PostgreSQL,"Appium, Postman, Selenium, Visual Studio Coded UI",Universitario,Completo,UNC - Universidad Nacional de Córdoba,33,Mujer Cis,False,Junior,325000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),527477.0,SysAdmin / DevOps / SRE,8,0,"Docker, Linux","Bash/Shell, CSS, HTML, Javascript, Python, SQL",Ninguno de los anteriores,"MongoDB, MySQL, Redis",Ninguna de las anteriores,Universitario,Completo,UCA - Universidad Católica Argentina,33,Hombre Cis,False,Senior,787190.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),256000.0,HelpDesk,7,0,"Azure, Microcontroladores, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Terciario,Completo,UTN - Universidad Tecnológica Nacional,29,Hombre Cis,False,Senior,315500.0
Córdoba,Full-Time,Staff (planta permanente),340326.0,Developer,3,0,Amazon Web Services,".NET, C#, Javascript",".NET Core, Angular",Microsoft SQL Server,JUnit,Universitario,En curso,Universidad Siglo 21,27,Hombre Cis,False,Semi-Senior,408216.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),410000.0,Data Scientist,2,0,"Azure, Docker, Kubernetes",Python,TensorFlow,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,27,Hombre Cis,False,Junior,492000.0
Buenos Aires,Part-Time,Staff (planta permanente),206000.0,SysAdmin / DevOps / SRE,10,0,"Azure, Docker, Kubernetes, Linux, Windows Server",".NET, Bash/Shell, C#, CSS, HTML, Javascript, SQL",".NET Core, Angular, Cordova, Hibernate","Microsoft SQL Server, PostgreSQL, Redis",NUnit,Universitario,Completo,UNLP - Universidad Nacional de La Plata,26,Hombre Cis,False,Senior,248900.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),408000.0,SysAdmin / DevOps / SRE,4,0,"Bitbucket, Jira","Bash/Shell, Javascript",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UAI - Universidad Abierta Interamericana,36,Mujer Cis,False,Semi-Senior,408000.0
Buenos Aires,Full-Time,Staff (planta permanente),602796.0,Manager / Director,8,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UAI - Universidad Abierta Interamericana,27,Hombre Cis,False,Senior,709012.92
Santa Fe,Full-Time,Staff (planta permanente),230000.0,Developer,2,0,"Azure, Docker",".NET, C#, HTML, Javascript",".NET Core, Angular, Bootstrap, jQuery",Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,34,Hombre Cis,False,Junior,270000.0
Buenos Aires,Full-Time,Staff (planta permanente),320000.0,Technical Leader,2,7,"Azure, Power Platform",Javascript,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,En curso,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,31,Hombre Cis,False,Junior,380000.0
Mendoza,Full-Time,Staff (planta permanente),430000.0,Manager / Director,25,6,"Docker, Linux, Windows Server","Bash/Shell, C, C++, COBOL, HTML, Java, Javascript, PHP, Python, SQL, VBA, PHP","WordPress, TOBA","Informix, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,Maestría,Completo,UTN - Universidad Tecnológica Nacional,47,Hombre Cis,False,Senior,580000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),630000.0,Lider de Datos,7,4,"Amazon Web Services, Docker","Python, SQL","Spark, TensorFlow",Amazon Redshift,Ninguna de las anteriores,Maestría,Completo,UBA - Universidad de Buenos Aires,39,Mujer Cis,False,Senior,950000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),309100.54,Analista SOC,2,0,"Linux, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UNSAM - Universidad de San Martín,34,Hombre Cis,False,Junior,351835.0
Córdoba,Full-Time,Staff (planta permanente),380000.0,Developer,4,0,"Azure, Firebase","C#, SQL",.NET Core,Microsoft SQL Server,Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,24,Hombre Cis,False,Semi-Senior,430000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),219000.0,Developer,1,0,SAP,"ABAP, SQL",SAP,HANA,"Cucumber, Cypress",Universitario,En curso,UAI - Universidad Abierta Interamericana,21,Mujer Cis,False,Junior,230000.0
Santa Fe,Full-Time,Tercerizado (trabajo a través de consultora o agencia),600000.0,SysAdmin / DevOps / SRE,10,2,"Amazon Web Services, Azure, Docker, Linux, Windows Server","Bash/Shell, Groovy",Ninguno de los anteriores,"Amazon RDS/Aurora, Microsoft SQL Server, MongoDB, Oracle",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,35,Hombre Cis,False,Senior,650000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),482000.0,Data Scientist,6,0,"Azure, Databricks","Matlab, Python, SQL, Stata","Spark, TensorFlow",Microsoft SQL Server,Ninguna de las anteriores,Posdoctorado,Completo,UNS - Universidad Nacional del Sur,40,Hombre Cis,False,Senior,737100.0
Misiones,Full-Time,Contractor,300000.0,Developer,3,0,"Azure, Docker, Kubernetes, Linux","Bash/Shell, Java, SQL","Angular, Bootstrap, Hibernate, Spring",PostgreSQL,Postman,Terciario,En curso,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,26,Hombre Cis,False,Semi-Senior,320000.0
Buenos Aires,Full-Time,Staff (planta permanente),400000.0,BI Analyst / Data Analyst,10,1,VMWare,Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,37,Hombre Cis,False,Senior,800000.0
Mendoza,Full-Time,Staff (planta permanente),228267.0,SysAdmin / DevOps / SRE,4,0,"Docker, Linux, SAP, VMWare, Windows Server",Bash/Shell,Ninguno de los anteriores,"IBM Db2, MariaDB, MySQL",Ninguna de las anteriores,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,40,Hombre Cis,False,Semi-Senior,304067.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),960000.0,VP / C-Level,30,10,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Posgrado/Especialización,Completo,UBA - Universidad de Buenos Aires,64,Hombre Cis,False,Senior,1157000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),251721.16,BI Analyst / Data Analyst,1,0,"VMWare, Windows Server, Alteryx, Toad",SQL,Ninguno de los anteriores,Toad,Ninguna de las anteriores,Universitario,Completo,UADE - Universidad Argentina De la Empresa,30,Mujer Cis,False,Junior,295000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),240000.0,Manager / Director,5,7,"Amazon Web Services, Docker, Linux, Serverless","CSS, HTML, Javascript, PHP, SQL, TypeScript","Angular, Bootstrap, Node.js, React.js","Amazon RDS/Aurora, MongoDB, PostgreSQL",Ninguna de las anteriores,Maestría,En curso,UBA - Universidad de Buenos Aires,35,Hombre Cis,False,Semi-Senior,250000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),260000.0,UX,10,0,Ninguna de las anteriores,"CSS, HTML, Javascript, PHP","Bootstrap, jQuery, WordPress",PostgreSQL,Ninguna de las anteriores,Universitario,Incompleto,UNCUYO - Universidad Nacional de Cuyo,38,Hombre Cis,False,Senior,306000.0
Buenos Aires,Full-Time,Staff (planta permanente),200000.0,QA / Tester,2,0,Ninguna de las anteriores,"HTML, Java, SQL, VBA",Ninguno de los anteriores,"MySQL, Oracle","Appium, Cucumber, HP UFT, JUnit, Katalon, Selenium, SoapUI, Jmeter",Universitario,En curso,UNLP - Universidad Nacional de La Plata,27,No binarie,False,Junior,230000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),360000.0,Technical Leader,15,3,"Amazon Web Services, Azure, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Secundario,Completo,ORT,39,Hombre Cis,False,Senior,650000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),550000.0,SysAdmin / DevOps / SRE,16,2,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Serverless, VMWare, Windows Server",Bash/Shell,WordPress,MySQL,Ninguna de las anteriores,Terciario,Completo,UAI - Universidad Abierta Interamericana,44,Hombre Cis,False,Senior,610000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),600000.0,Technical Leader,1,30,"Firebase, Kubernetes","CSS, HTML, Java, Javascript, TypeScript","Angular, Cordova",Ninguna de las anteriores,Karma,Universitario,Completo,UTN - Universidad Tecnológica Nacional,39,Mujer Cis,False,Junior,880000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),880000.0,Manager / Director,15,2,Ninguna de las anteriores,Ninguno de los anteriores,WordPress,Ninguna de las anteriores,Ninguna de las anteriores,Posgrado/Especialización,Completo,UCES - Universidad de Ciencias Empresariales y Sociales,43,Mujer Cis,False,Senior,950000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,340000.0,Developer,6,0,Linux,"CSS, HTML, Javascript, PHP, SQL",Ninguno de los anteriores,MySQL,Ninguna de las anteriores,Universitario,Completo,UNLP - Universidad Nacional de La Plata,36,Hombre Cis,False,Senior,340000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),129890.0,Developer,2,0,Docker,"CSS, HTML, Javascript, PHP, SQL, TypeScript","Bootstrap, jQuery, Next.js, Node.js, React.js","MySQL, Oracle, Redis",Postman,Universitario,En curso,UBA - Universidad de Buenos Aires,25,Hombre Cis,False,Junior,164835.14
Buenos Aires,Full-Time,Staff (planta permanente),600000.0,Manager / Director,12,0,"Amazon Web Services, Azure, Kubernetes, Linux, OpenShift, SAP, Serverless, VMWare, Windows Server",Java,"Angular, Spring","Amazon DynamoDB, Oracle, PostgreSQL",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,35,Hombre Cis,False,Senior,890000.0
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),375000.0,Developer,9,0,"Amazon Web Services, Docker","Javascript, Python, SQL, TypeScript","Angular, Bootstrap, Node.js","Microsoft SQL Server, MongoDB, PostgreSQL","Cypress, Jest, Mocha, Postman",Universitario,Completo,UTN - Universidad Tecnológica Nacional,27,Mujer Cis,False,Senior,390000.0
Buenos Aires,Full-Time,Staff (planta permanente),208000.0,BI Analyst / Data Analyst,2,0,Windows Server,"Python, R, SQL",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Universitario,Completo,UNSAM - Universidad de San Martín,25,Hombre Cis,False,Junior,255000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),460000.0,QA / Tester,5,0,"HP-UX, OpenShift, SAP, VMWare","Bash/Shell, HTML, Java, Python, SQL, Swift",Ninguno de los anteriores,"Cassandra, MySQL, Neo4j","HP LoadRunner, HP UFT, OpenQA, Selenium, SoapUI",Universitario,En curso,UTN - Universidad Tecnológica Nacional,27,Hombre Cis,False,Semi-Senior,300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),154000.0,Developer,1,0,Ninguna de las anteriores,"HTML, Java, TypeScript","Angular, Cordova, Hibernate, Spring",PostgreSQL,Ninguna de las anteriores,Universitario,Completo,ORT,27,Hombre Cis,False,Junior,180000.0
Santa Fe,Full-Time,Staff (planta permanente),380000.0,Developer,2,0,Amazon Web Services,Go,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,Terciario,Completo,UTN - Universidad Tecnológica Nacional,22,Hombre Cis,False,Junior,480000.0
Buenos Aires,Full-Time,Staff (planta permanente),373000.0,Developer,2,0,"Amazon Web Services, Azure, Windows Server",".NET, C#, HTML, Javascript, SQL",".NET Core, jQuery",Microsoft SQL Server,Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,30,Mujer Cis,False,Junior,450000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),300000.0,HelpDesk,20,0,Windows Server,SQL,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Secundario,Completo,UTN - Universidad Tecnológica Nacional,40,Hombre Cis,False,Senior,350000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),261000.0,Recruiter / HR,6,2,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Posgrado/Especialización,Completo,Universidad Maimónides,34,Mujer Cis,False,Senior,315000.0
Córdoba,Full-Time,Staff (planta permanente),380000.0,SysAdmin / DevOps / SRE,5,0,"Amazon Web Services, Docker, Kubernetes, Linux, OpenShift, VMWare, Windows Server","Bash/Shell, Python, SQL","Flask, WordPress",ElasticSearch,Selenium,Universitario,En curso,UNC - Universidad Nacional de Córdoba,35,Prefiero no decir,False,Semi-Senior,525000.0
Buenos Aires,Full-Time,Staff (planta permanente),205000.0,Technical Support,3,0,VMWare,Ninguno de los anteriores,Ninguno de los anteriores,"MariaDB, dbf",Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,30,Hombre Cis,False,Semi-Senior,225000.0
Mendoza,Part-Time,Contractor,458000.0,Developer,2,0,SAP,"ABAP, CSS, HTML, Javascript, SQL","jQuery, Node.js, SAP",HANA,Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,22,Hombre Cis,False,Junior,470000.0
